Entry,Entry name,Status,Protein names,Gene names,Organism,Length,GO
Q03280,TOM1_YEAST,reviewed,E3 ubiquitin-protein ligase TOM1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TOM1) (Suppressor of snRNA protein 2) (Temperature-dependent organization in mitotic nucleus protein 1),TOM1 SSR2 YDR457W D8035.1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3268,GO:0006364
A6ZZL7,UTP11_YEAS7,reviewed,U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11) (U three protein 11),UTP11 SCY_3277,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),250,GO:0006364
C7GKL8,UTP25_YEAS2,reviewed,U3 small nucleolar RNA-associated protein 25 (U3 snoRNA-associated protein 25) (U three protein 25),UTP25 C1Q_00771,Saccharomyces cerevisiae (strain JAY291) (Baker's yeast),721,GO:0006364
Q02792,XRN2_YEAST,reviewed,5'-3' exoribonuclease 2 (EC 3.1.13.-) (Ribonucleic acid-trafficking protein 1) (p116),RAT1 HKE1 TAP1 YOR048C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1006,GO:0006364
Q02354,UTP6_YEAST,reviewed,U3 small nucleolar RNA-associated protein 6 (U3 snoRNA-associated protein 6) (U three protein 6),UTP6 YDR449C D9461.34,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),440,GO:0006364
P39990,SNU13_YEAST,reviewed,13 kDa ribonucleoprotein-associated protein (Small nuclear ribonucleoprotein-associated protein 1),SNU13 YEL026W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),126,GO:0006364
P46654,RSSA2_YEAST,reviewed,40S ribosomal protein S0-B (Nucleic acid-binding protein NAB1B) (Small ribosomal subunit protein uS2-B),RPS0B NAB1B NAB4 YST2 YLR048W L2118,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),252,GO:0006364
P47108,URB2_YEAST,reviewed,Nucleolar pre-ribosomal-associated protein 2 (Unhealthy ribosome biogenesis protein 2),URB2 NPA2 YJR041C J1622,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1174,GO:0006364
Q12024,YTM1_YEAST,reviewed,Ribosome biogenesis protein YTM1 (Microtubule-associated protein YTM1),YTM1 YOR272W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),460,GO:0006364
A6ZSB3,DBP6_YEAS7,reviewed,ATP-dependent RNA helicase DBP6 (EC 3.6.4.13) (DEAD box protein 6),DBP6 SCY_4824,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),629,GO:0006364
Q12099,FAL1_YEAST,reviewed,ATP-dependent RNA helicase FAL1 (EC 3.6.4.13) (Translation initiation factor four A-like protein 1),FAL1 YDR021W PZC399 YD9335.07,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),399,GO:0006364
P25627,BUD23_YEAST,reviewed,18S rRNA (guanine(1575)-N(7))-methyltransferase (EC 2.1.1.309) (Bud site selection protein 23),BUD23 YCR047C YCR47C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),275,GO:0006364
Q08235,BRX1_YEAST,reviewed,Ribosome biogenesis protein BRX1,BRX1 YOL077C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),291,GO:0006364
Q12291,BMT6_YEAST,reviewed,25S rRNA (uridine(2843)-N(3))-methyltransferase (EC 2.1.1.312) (Base methyltransferase of 25S RNA 6),BMT6 YLR063W L2174,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),365,GO:0006364
P38333,ENP1_YEAST,reviewed,Essential nuclear protein 1,ENP1 MEG1 YBR247C YBR1635,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),483,GO:0006364
Q06631,BFR2_YEAST,reviewed,Protein BFR2 (Brefeldin A resistance protein 2),BFR2 YDR299W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),534,GO:0006364
Q06218,DBP9_YEAST,reviewed,ATP-dependent RNA helicase DBP9 (EC 3.6.4.13) (DEAD box protein 9),DBP9 YLR276C L9328.3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),594,GO:0006364
P36038,CBT1_YEAST,reviewed,Cytochrome b termination protein 1,CBT1 SOC1 YKL208W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),271,GO:0006364
P53063,DXO_YEAST,reviewed,Decapping nuclease RAI1 (EC 3.6.1.-) (RAT1-interacting protein),RAI1 YGL246C NRE387,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),387,GO:0006364
Q08965,BMS1_YEAST,reviewed,Ribosome biogenesis protein BMS1,BMS1 YPL217C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1183,GO:0006364
A6ZPA9,YTM1_YEAS7,reviewed,Ribosome biogenesis protein YTM1 (Microtubule-associated protein YTM1),YTM1 SCY_5324,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),460,GO:0006364
Q06672,TSR2_YEAST,reviewed,Pre-rRNA-processing protein TSR2 (20S rRNA accumulation protein 2),TSR2 YLR435W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),205,GO:0006364
P34247,UTP11_YEAST,reviewed,U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11) (U three protein 11),UTP11 YKL099C YKL449,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),250,GO:0006364
P05756,RS13_YEAST,reviewed,40S ribosomal protein S13 (S27a) (Small ribosomal subunit protein uS15) (YS15),RPS13 RPS13C YDR064W D4252 YD9609.18,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),151,GO:0006364
P05759,RS31_YEAST,reviewed,Ubiquitin-40S ribosomal protein S31 [Cleaved into: Ubiquitin; 40S ribosomal protein S31 (CEP76) (S37) (Small ribosomal subunit protein eS31) (YS24)],RPS31 RPS37 UBI3 YLR167W L9470.14,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),152,GO:0006364
P05755,RS9B_YEAST,reviewed,40S ribosomal protein S9-B (RP21) (S13) (Small ribosomal subunit protein uS4-B) (YP28) (YS11),RPS9B RPS13B SUP46 YBR189W YBR1317,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),195,GO:0006364
A7A237,SPB4_YEAS7,reviewed,ATP-dependent rRNA helicase SPB4 (EC 3.6.4.13) (Suppressor of PAB1 protein 4),SPB4 SCY_1747,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),606,GO:0006364
Q04305,UTP15_YEAST,reviewed,U3 small nucleolar RNA-associated protein 15 (U3 snoRNA-associated protein 15) (U three protein 15) (U3 protein 15 required for transcription) (t-UTP15),UTP15 YMR093W YM9582.18,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),513,GO:0006364
Q08285,RRP40_YEAST,reviewed,Exosome complex component RRP40 (Ribosomal RNA-processing protein 40),RRP40 YOL142W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),240,GO:0006364
P32905,RSSA1_YEAST,reviewed,40S ribosomal protein S0-A (Nucleic acid-binding protein NAB1A) (Small ribosomal subunit protein uS2-A),RPS0A NAB1 NAB1A YST1 YGR214W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),252,GO:0006364
Q00416,SEN1_YEAST,reviewed,Helicase SEN1 (EC 3.6.4.-) (tRNA-splicing endonuclease positive effector),SEN1 YLR430W L9576.1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2231,GO:0006364
Q3E7X9,RS28A_YEAST,reviewed,40S ribosomal protein S28-A (S33) (Small ribosomal subunit protein eS28-A) (YS27),RPS28A RPS33 RPS33A YOR167C O3600,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),67,GO:0006364
B3LTT8,UTP25_YEAS1,reviewed,U3 small nucleolar RNA-associated protein 25 (U3 snoRNA-associated protein 25) (U three protein 25),UTP25 SCRG_05263,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),721,GO:0006364
P32527,ZUO1_YEAST,reviewed,Zuotin (DnaJ-related protein ZUO1) (J protein ZUO1) (Heat shock protein 40 homolog ZUO1) (Ribosome-associated complex subunit ZUO1),ZUO1 YGR285C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),433,GO:0006364
P53866,SQS1_YEAST,reviewed,Protein SQS1 (Squelch of splicing suppression protein 1),SQS1 YNL224C N1269,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),767,GO:0006364
P25368,RRP7_YEAST,reviewed,Ribosomal RNA-processing protein 7,RRP7 YCL031C YCL184 YCL31C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),297,GO:0006364
P0CX32,RS24B_YEAST,reviewed,40S ribosomal protein S24-B (RP50) (Small ribosomal subunit protein eS24-B),RPS24B RPS24EB YIL069C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),135,GO:0006364
P48164,RS7B_YEAST,reviewed,40S ribosomal protein S7-B (Small ribosomal subunit protein eS7-B),RPS7B YNL096C N2212,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),190,GO:0006364
P46948,RRP41_YEAST,reviewed,Exosome complex component SKI6 (Extracellular mutant protein 20) (Ribosomal RNA-processing protein 41) (Superkiller protein 6),SKI6 ECM20 RRP41 YGR195W G7587,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),246,GO:0006364
P38786,RPP1_YEAST,reviewed,Ribonuclease P/MRP protein subunit RPP1 (EC 3.1.26.5) (RNA-processing protein RPP1) (RNaseP/MRP 32.2 kDa subunit),RPP1 YHR062C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),293,GO:0006364
P33442,RS3A1_YEAST,reviewed,40S ribosomal protein S1-A (RP10A) (Small ribosomal subunit protein eS1-A),RPS1A PLC1 RPS10A YLR441C L9753.9,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),255,GO:0006364
P25808,SPB4_YEAST,reviewed,ATP-dependent rRNA helicase SPB4 (EC 3.6.4.13) (Suppressor of PAB1 protein 4),SPB4 YFL002C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),606,GO:0006364
P0CX38,RS6B_YEAST,reviewed,40S ribosomal protein S6-B (RP9) (S10) (Small ribosomal subunit protein eS6-B) (YS4),RPS6B RPS102 RPS10A YBR181C YBR1244,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),236,GO:0006364
P25040,TSR4_YEAST,reviewed,20S rRNA accumulation protein 4,TSR4 YOL022C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),408,GO:0006364
P0CX51,RS16A_YEAST,reviewed,40S ribosomal protein S16-A (RP61R) (Small ribosomal subunit protein uS9-A),RPS16A RP61R YMR143W YM9375.12,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),143,GO:0006364
Q04600,TMA64_YEAST,reviewed,Translation machinery-associated protein 64,TMA64 YDR117C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),565,GO:0006364
P53276,UTP8_YEAST,reviewed,U3 small nucleolar RNA-associated protein 8 (U3 snoRNA-associated protein 8) (U three protein 8) (U3 protein 8 required for transcription) (t-UTP8),UTP8 YGR128C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),713,GO:0006364
P32892,DRS1_YEAST,reviewed,ATP-dependent RNA helicase DRS1 (EC 3.6.4.13) (Deficiency of ribosomal subunits protein 1),DRS1 YLL008W L1345,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),752,GO:0006364
A6ZRX0,DBP2_YEAS7,reviewed,ATP-dependent RNA helicase DBP2 (EC 3.6.4.13) (DEAD box protein 2) (p68-like protein),DBP2 SCY_4681,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),546,GO:0006364
A6ZUA1,DBP3_YEAS7,reviewed,ATP-dependent RNA helicase DBP3 (EC 3.6.4.13) (DEAD box protein 3) (Helicase CA3),DBP3 SCY_1984,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),523,GO:0006364
P20447,DBP3_YEAST,reviewed,ATP-dependent RNA helicase DBP3 (EC 3.6.4.13) (DEAD box protein 3) (Helicase CA3),DBP3 YGL078C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),523,GO:0006364
P36120,DBP7_YEAST,reviewed,ATP-dependent RNA helicase DBP7 (EC 3.6.4.13) (DEAD box protein 7),DBP7 YKR024C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),742,GO:0006364
A7A1G0,DBP9_YEAS7,reviewed,ATP-dependent RNA helicase DBP9 (EC 3.6.4.13) (DEAD box protein 9),DBP9 SCY_3838,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),594,GO:0006364
P10962,MAK16_YEAST,reviewed,Protein MAK16 (Maintenance of killer protein 16),MAK16 YAL025C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),306,GO:0006364
P53136,NSA1_YEAST,reviewed,Ribosome biogenesis protein NSA1 (NOP7-associated protein 1),NSA1 YGL111W G2990,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),463,GO:0006364
Q12213,RL7B_YEAST,reviewed,60S ribosomal protein L7-B (L6) (Large ribosomal subunit protein uL30-B) (RP11) (YL8),RPL7B RPL6B YL8B YPL198W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),244,GO:0006364
P47083,MPP10_YEAST,reviewed,U3 small nucleolar RNA-associated protein MPP10 (U3 snoRNA-associated protein MPP10) (M phase phosphoprotein 10),MPP10 YJR002W J1411 YJR83.5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),593,GO:0006364
P53927,NOP15_YEAST,reviewed,Ribosome biogenesis protein 15 (Nucleolar protein 15),NOP15 YNL110C N1954,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),220,GO:0006364
A6ZR80,NSA2_YEAS7,reviewed,Ribosome biogenesis protein NSA2 (NOP7-associated protein 2),NSA2 SCY_1627,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),261,GO:0006364
P38336,POP4_YEAST,reviewed,RNases MRP/P 32.9 kDa subunit (RNA-processing protein POP4),POP4 YBR257W YBR1725,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),279,GO:0006364
P54964,ORN_YEAST,reviewed,"Oligoribonuclease, mitochondrial (EC 3.1.-.-)",REX2 YNT20 YLR059C L2159,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),269,GO:0006364
Q03195,RLI1_YEAST,reviewed,Translation initiation factor RLI1 (ATP-binding cassette sub-family E member RLI1) (RNase L inhibitor),RLI1 YDR091C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),608,GO:0006364
P05737,RL7A_YEAST,reviewed,60S ribosomal protein L7-A (L6) (Large ribosomal subunit protein uL30-A) (RP11) (YL8),RPL7A RPL6A RPL8A YL8A YGL076C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),244,GO:0006364
P35178,RRP1_YEAST,reviewed,Ribosomal RNA-processing protein 1,RRP1 YDR087C D4478,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),278,GO:0006364
P38112,MAK5_YEAST,reviewed,ATP-dependent RNA helicase MAK5 (EC 3.6.4.13) (Maintenance of killer protein 5),MAK5 YBR142W YBR1119,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),773,GO:0006364
P53131,PRP43_YEAST,reviewed,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43 (EC 3.6.4.13) (Helicase JA1),PRP43 YGL120C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),767,GO:0006364
P39516,RS14B_YEAST,reviewed,40S ribosomal protein S14-B (RP59B) (Small ribosomal subunit protein uS11-B),RPS14B CRY2 YJL191W J0354,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),138,GO:0006364
Q04225,RRB1_YEAST,reviewed,Ribosome assembly protein RRB1,RRB1 YMR131C YM9553.07C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),511,GO:0006364
Q07896,NOC3_YEAST,reviewed,Nucleolar complex-associated protein 3,NOC3 YLR002C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),663,GO:0006364
P41812,POP1_YEAST,reviewed,Ribonucleases P/MRP protein subunit POP1 (EC 3.1.26.5) (RNA-processing protein POP1) (RNases P/MRP 100.4 kDa subunit),POP1 YNL221C N1285,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),875,GO:0006364
P40078,NSA2_YEAST,reviewed,Ribosome biogenesis protein NSA2 (NOP7-associated protein 2),NSA2 YER126C SYGP-ORF47,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),261,GO:0006364
P47077,NOP9_YEAST,reviewed,Nucleolar protein 9 (Pumilio domain-containing protein NOP9),NOP9 YJL010C J1357,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),666,GO:0006364
B3LQ92,NOP9_YEAS1,reviewed,Nucleolar protein 9 (Pumilio domain-containing protein NOP9),NOP9 SCRG_03653,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),666,GO:0006364
P39730,IF2P_YEAST,reviewed,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),FUN12 YAL035W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1002,GO:0006364
P38291,POP7_YEAST,reviewed,Ribonucleases P/MRP protein subunit POP7 (EC 3.1.26.5) (RNA-processing protein POP7) (RNases P/MRP 15.8 kDa subunit),POP7 RPP2 YBR167C YBR1219,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),140,GO:0006364
C8Z430,KRR1_YEAS8,reviewed,KRR1 small subunit processome component (KRR-R motif-containing protein 1) (Ribosomal RNA assembly protein KRR1),KRR1 EC1118_1C17_0067g,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),316,GO:0006364
A6ZYX7,LSM6_YEAS7,reviewed,U6 snRNA-associated Sm-like protein LSm6,LSM6 SCY_1265,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),86,GO:0006364
P53833,POP3_YEAST,reviewed,Ribonucleases P/MRP protein subunit POP3 (RNA-processing protein POP3) (RNases MRP/P 22.6 kDa subunit),POP3 YNL282W N0586,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),195,GO:0006364
P25635,PWP2_YEAST,reviewed,Periodic tryptophan protein 2 (U three protein 1) (U3 small nucleolar RNA-associated protein 1) (U3 snoRNA-associated protein 1),PWP2 UTP1 YCR057C YCR55C/YCR57C/YCR58C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),923,GO:0006364
P24783,DBP2_YEAST,reviewed,ATP-dependent RNA helicase DBP2 (EC 3.6.4.13) (DEAD box protein 2) (p68-like protein),DBP2 YNL112W N1945,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),546,GO:0006364
B3LU25,KRR1_YEAS1,reviewed,KRR1 small subunit processome component (KRR-R motif-containing protein 1) (Ribosomal RNA assembly protein KRR1),KRR1 SCRG_05350,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),316,GO:0006364
Q06406,LSM6_YEAST,reviewed,U6 snRNA-associated Sm-like protein LSm6,LSM6 YDR378C D9481.18,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),86,GO:0006364
P47093,LSM8_YEAST,reviewed,U6 snRNA-associated Sm-like protein LSm8,LSM8 YJR022W J1464 YJR83.16,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),109,GO:0006364
Q06106,MRD1_YEAST,reviewed,Multiple RNA-binding domain-containing protein 1,MRD1 YPR112C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),887,GO:0006364
Q12460,NOP56_YEAST,reviewed,Nucleolar protein 56 (Ribosome biosynthesis protein SIK1) (Suppressor of I kappa b protein 1),NOP56 SIK1 YLR197W L8167.9,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),504,GO:0006364
P53218,POP6_YEAST,reviewed,Ribonucleases P/MRP protein subunit POP6 (EC 3.1.26.5) (RNA-processing protein POP6) (RNases P/MRP 18.2 kDa subunit),POP6 YGR030C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),158,GO:0006364
P53914,NAT10_YEAST,reviewed,RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (Killer toxin-resistance protein 33) (Ribosomal RNA cytidine acetyltransferase 1),KRE33 NAT10 RRA1 YNL132W N1216 N1858,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1056,GO:0006364
Q99216,PNO1_YEAST,reviewed,Pre-rRNA-processing protein PNO1 (Partner of NOB1) (Ribosomal RNA-processing protein 20),PNO1 DIM2 RRP20 YOR145C O3513 YOR3513C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),274,GO:0006364
P40079,LCP5_YEAST,reviewed,U3 small nucleolar ribonucleoprotein protein LCP5,LCP5 YER127W SYGP-ORF43,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),357,GO:0006364
P38203,LSM2_YEAST,reviewed,U6 snRNA-associated Sm-like protein LSm2 (Small nuclear ribonucleoprotein D homolog SNP3),LSM2 SMX5 SNP3 YBL026W YBL0425,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),95,GO:0006364
A6ZPV9,NOP9_YEAS7,reviewed,Nucleolar protein 9 (Pumilio domain-containing protein NOP9),NOP9 SCY_2920,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),666,GO:0006364
P32495,NHP2_YEAST,reviewed,H/ACA ribonucleoprotein complex subunit NHP2 (H/ACA snoRNP protein NHP2) (High mobility group-like nuclear protein 2),NHP2 YDL208W D1045,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),156,GO:0006364
A6ZQU8,NOP16_YEAS7,reviewed,Nucleolar protein 16,NOP16 SCY_1495,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),231,GO:0006364
C8ZBK1,NOP9_YEAS8,reviewed,Nucleolar protein 9 (Pumilio domain-containing protein NOP9),NOP9 EC1118_1J11_2476g,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),666,GO:0006364
P28005,POP5_YEAST,reviewed,Ribonuclease P/MRP protein subunit POP5 (EC 3.1.26.5) (RNA-processing protein POP5) (RNase P/MRP 19.6 kDa subunit),POP5 YAL033W FUN53,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),173,GO:0006364
P53919,NAF1_YEAST,reviewed,H/ACA ribonucleoprotein complex non-core subunit NAF1 (Nuclear assembly factor 1),NAF1 YNL124W N1888,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),492,GO:0006364
Q08208,NOP12_YEAST,reviewed,Nucleolar protein 12,NOP12 YOL041C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),459,GO:0006364
